date,value,momentum,momentum_30,trend_ma7,trend_ma30,zscore_1y
2023-12-01,229.6334125877193,0.06311632666112454,-0.03825324713574618,241.97093654150697,310.46043471052405,0.2537768066965663
2024-01-01,226.0785319047619,-0.01548067697508726,-0.07203389830508489,233.94262034468156,309.8754522078786,0.19852054427390106
2024-02-01,219.2380684633333,-0.03025702345019743,-0.20241110706039633,225.45982998343442,308.0208534899897,0.09635849224473314
2024-03-01,211.8410172083334,-0.03373981219067812,-0.21462847042034217,221.23513561982153,306.0911038202146,-0.014519329395456576
2024-04-01,208.3816845,-0.016329853179147702,-0.29130751129263455,218.23384611982155,303.23593269508234,-0.06921335083624999
2024-05-01,227.4307704166667,0.09141439643495475,-0.2835412500510357,219.80053630406195,300.2357132151934,0.2007734717054703
2024-06-01,205.2260548983333,-0.09763285538563238,-0.3666212436212438,218.26136285416396,296.2759850266193,-0.12609110501880105
2024-07-01,183.2256341666667,-0.107200914340849,-0.43809894539513117,211.63168022258506,291.5141171710638,-0.4512750829284175
2024-08-01,175.5104662666666,-0.04210747003327153,-0.4949386009179827,204.4076708457143,285.7810251299526,-0.567420416550187
2024-09-01,188.5052165740741,0.07403974579876937,-0.5137419939541902,200.017263432963,279.14236522585173,-0.38191062007735893
2024-10-01,197.3719458333333,0.047037049798433594,-0.5138943934695708,197.9502532365344,272.18720054357397,-0.2566547490227521
2024-11-01,185.7347870824562,-0.05896055136784173,-0.5818258683077955,194.7149821768853,263.57314118574044,-0.43111316318857
2024-12-01,185.7943505,0.00032069069278528595,-0.5327718682825167,188.76692218879,256.5112088724071,-0.4333737573923332
2025-01-01,190.6296420634921,0.026024965508798292,-0.40793674514652134,186.6817203552413,252.13302601923255,-0.36522120099943983
2025-02-01,190.1026421105263,-0.0027645225960728492,-0.41147748200343337,187.66415006150694,247.7025551306462,-0.37663041801026703
2025-03-01,179.6065420634921,-0.05521280467491729,-0.4813888573124677,188.24930374676774,242.14536716371498,-0.5351757646755071
2025-04-01,174.8167426587301,-0.02666829030686846,-0.505766571938078,186.29380747314715,236.18216168011713,-0.6087684227104292
2025-05-01,196.8410714285714,0.12598523708244747,-0.42833575045681693,186.21796827246686,231.26586870345835,-0.2853884200299769
2025-06-01,173.1947634816666,-0.12012893333333363,-0.4648781878877164,184.42653632949694,226.25053288168326,-0.6408091463913638
2025-07-01,165.2666224637681,-0.04577587023142138,-0.483698381535417,181.4940037528924,221.08951879297553,-0.7625109983819488
2025-08-01,159.3079408380954,-0.03605496098874439,-0.5207515685173051,177.01947500640716,215.31938270635064,-0.8559254515166205
2025-09-01,155.1151385317461,-0.026318853186423574,-0.4987062045635021,172.0212602094385,210.1755673289064,-0.9221929628841647
2025-10-01,157.39233125,0.014680660700230996,-0.49684499708084995,168.8478015217968,204.99495089150875,-0.8921570983982199
2025-11-01,169.2032881647058,0.07504150183750324,-0.4349342618452947,168.04587945122194,200.65372695533227,-0.7188203228706165
2025-12-01,165.6266704583334,-0.02113799173270714,-0.4132472007477894,163.5866793126165,196.76539112785875,-0.7774466999118076
2026-01-01,169.2505145833334,0.021879592912010137,-0.39253473585053755,163.02321518428317,193.11982158090106,-0.7276088303506222
