date,value,momentum,momentum_30,trend_ma7,trend_ma30,zscore_1y
2013-01-01,204169.0,-0.14704973095818985,0.1687838108595472,215740.0,211218.16666666666,0.7218057113888579
2013-02-01,225639.0,0.10515798186796244,0.17588906028516638,218435.42857142858,212343.2,1.378916679757265
2013-03-01,232999.0,0.03261847464312462,0.09321966302414952,222578.0,213005.46666666667,1.595215359378756
2013-04-01,221353.0,-0.049983047137541314,0.15092004762721833,222282.2857142857,213973.0,1.2253573808332185
2013-05-01,238678.0,0.07826864781593201,0.2790683965423921,224559.7142857143,215708.83333333334,1.7531972308381043
2013-06-01,260225.0,0.0902764393869564,0.2450301658764371,231775.85714285713,217415.96666666667,2.3948728786789713
2013-07-01,208090.0,-0.20034585454894804,0.13069654471655157,227307.57142857142,218217.73333333334,0.7723448196341732
2013-08-01,224074.0,0.07681291748762553,0.1952780770913125,230151.14285714287,219438.0,1.2685710607792644
2013-09-01,248206.0,0.10769656452778986,0.06490531066853156,233375.0,219942.26666666666,2.0127886882428676
2013-10-01,236784.0,-0.046018226795484396,0.21476282820820636,233915.7142857143,221337.66666666666,1.6396037372811936
2013-11-01,233300.0,-0.014713832015676775,0.13791001097427147,235622.42857142858,222280.16666666666,1.5207584184667264
2013-12-01,250119.0,0.0720917273896271,0.15502798455769629,237256.85714285713,223399.2,2.033158282967444
2014-01-01,203981.0,-0.18446419504315947,0.07803821050128157,229222.0,223891.4,0.5702500935986834
2014-02-01,221433.0,0.0855569881508571,0.021751669212205726,231128.14285714287,224048.53333333333,1.1192916791765732
2014-03-01,251763.0,0.13697145411930478,0.13746972928037016,235083.7142857143,225062.76666666666,2.067272835637733
2014-04-01,231365.0,-0.08102064242958651,0.12001026266616321,232677.85714285713,225889.13333333333,1.4087686212511552
2014-05-01,231723.0,0.0015473386207940365,0.12267263557215746,231954.85714285713,226733.13333333333,1.412748521376956
2014-06-01,257228.0,0.1100667607445096,0.08293303133512109,235373.14285714287,227389.76666666666,2.206367975115991
2014-07-01,286876.0,0.11525961403890705,0.40616529338816654,240624.14285714287,230151.86666666667,3.1118144251734456
2014-08-01,231195.0,-0.1940943125252722,0.02788966841838514,244511.85714285713,230360.96666666667,1.3359175967977523
2014-09-01,249698.0,0.0800320076126213,0.03746883829150738,248549.7142857143,230661.56666666668,1.9099652926712483
2014-10-01,238710.0,-0.04400515823114326,0.1318956442573047,246685.0,231588.76666666666,1.5483451077929955
2014-11-01,216401.0,-0.09345649532906042,-0.01985642140543964,244547.2857142857,231442.63333333333,0.8299198651097983
2014-12-01,240457.0,0.11116399646951725,0.030858402033790755,245795.0,231682.56666666668,1.590407329807001
2015-01-01,200582.0,-0.16583006525075172,-0.02993166353115284,237702.7142857143,231476.26666666666,0.302385881333762
